Event ID,Prediction,DoS Score,Risk Level,SOC Action,Actual,Analyst Decision,MITRE Tactic,MITRE Technique ID,MITRE Technique
2044,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2045,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2046,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2047,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2048,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2049,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2050,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2051,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2052,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2053,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2054,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2055,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2056,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2057,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2058,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2059,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2060,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2061,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2062,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2063,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2064,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2065,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2066,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2067,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2068,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2069,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2070,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2071,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2072,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2073,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2074,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2075,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2076,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2077,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2078,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2079,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2080,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2081,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2082,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2083,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2084,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2085,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2086,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2087,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2088,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2089,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2090,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2091,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2092,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2093,1,0.9660019202069975,HIGH,SOC ALERT + HUMAN REVIEW,0,PENDING REVIEW,Impact,T1498,Network Denial of Service
2094,0,0.005454545454545454,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2095,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2096,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2097,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2098,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2099,1,0.9944492899830926,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2100,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2101,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2102,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2103,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2104,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2105,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2106,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2107,0,0.19,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2108,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2109,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2110,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2111,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2112,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2113,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2114,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2115,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2116,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2117,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2118,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2119,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2120,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2121,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2122,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2123,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2124,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2125,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2126,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2127,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2128,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2129,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2130,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2131,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2132,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2133,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2134,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2135,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2136,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2137,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2138,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2139,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2140,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2141,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2142,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2143,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2144,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2145,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2146,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2147,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2148,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2149,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2150,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2151,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2152,1,0.7911174291682496,MEDIUM,HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2153,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2154,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2155,1,0.994428279904486,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2156,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2157,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2158,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2159,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2160,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2161,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2162,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2163,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2164,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2165,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2166,1,0.9919536020296691,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2167,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2168,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2169,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2170,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2171,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2172,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2173,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2174,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2175,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2176,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2177,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2178,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2179,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2180,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2181,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2182,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2183,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2184,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2185,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2186,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2187,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2188,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2189,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2190,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2191,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2192,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2193,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2194,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2195,1,0.9800088699548298,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2196,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2197,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2198,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,0,PENDING REVIEW,Impact,T1498,Network Denial of Service
2199,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2200,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2201,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2202,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2203,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2204,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2205,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2206,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2207,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2208,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2209,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2210,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2211,0,0.05,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2212,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2213,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2214,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2215,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2216,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2217,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2218,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2219,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2220,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2221,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2222,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2223,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2224,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2225,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2226,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2227,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2228,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2229,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2230,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2231,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2232,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2233,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2234,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2235,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2236,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2237,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2238,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2239,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2240,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2241,0,0.005644416814236347,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2242,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2243,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2244,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2245,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2246,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2247,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2248,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2249,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2250,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2251,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2252,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2253,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2254,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2255,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2256,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2257,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2258,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2259,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2260,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2261,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2262,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2263,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2264,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2265,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2266,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2267,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2268,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2269,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2270,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2271,0,0.005644416814236347,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2272,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2273,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2274,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2275,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2276,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2277,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2278,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2279,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2280,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2281,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2282,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2283,1,0.9276443566136899,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2284,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2285,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2286,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2287,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2288,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2289,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2290,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2291,0,0.07104349954311254,LOW,LOG ONLY,1,NOT REQUIRED,N/A,N/A,N/A
2292,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2293,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2294,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2295,1,0.9568226701974889,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2296,1,0.9080208674002335,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2297,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2298,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2299,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2300,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2301,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2302,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2303,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2304,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
2305,0,0.0,LOW,LOG ONLY,0,NOT REQUIRED,N/A,N/A,N/A
2306,1,1.0,HIGH,SOC ALERT + HUMAN REVIEW,1,PENDING REVIEW,Impact,T1498,Network Denial of Service
